Bank Name,Region,Address,Website,Page Link
91. PEOPLES  BANK RU BOYOVUT BRANCH,Sir-Darya region,"Uzbekistan, 120200, Sir-Darya region, Bayaut, street BERUNI, 13",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-boyovut-branch
92. PEOPLES BANK BO‘Z BRANCH,Andizhan region,"Uzbekistan, 170400, Andizhan region, Boz region, street MUSTAKILLIK, 26",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-boz-branch
93. PEOPLES BANK BOSTANLIK BRANCH,Tashkent region,"Uzbekistan, 110700, Tashkent region, Gazalkent, street OLTINSARIN, 7",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-bostanlik-branch
94. PEOPLES BANK RU BUVAYDA BRANCH,Fergana region,"Uzbekistan, 151900, Fergana region, Yangikurgan, 23",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-buvayda-branch
95. PEOPLES BANK BUKA BRANCH,Tashkent region,"Uzbekistan, 110600, Tashkent region, Buka, street TSENTRALNAYA, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-buka-branch
96. PEOPLES BANK BULOKBOSHI BRANCH,Andizhan region,"Uzbekistan, 170500, Andizhan region, Bulakbashi region, street MUSTAKILLIK, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-bulokboshi-branch
97. PEOPLES BANK RU BULUNGUR BRANCH,Samarkand region,"Uzbekistan, 140200, Samarkand region, Bulungur, street B.YULDASH, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-bulungur-branch
98. PEOPLES BANK BUKHARA BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Bukhara, street NURABAD, 8",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-bukhara-branch
99. PEOPLES BANK RU VOBKENT BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Vabkent, 3 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-vobkent-branch
100. PEOPLES BANK RU VODIL BRANCH,Fergana region,"Uzbekistan, 150400, Fergana region, Vuadil, 40",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-vodil-branch
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1. PEOPLES BANK RU GALAOSIYO BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Galaasiya, street BUYUK IPAK YULI, 56/1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-galaosiyo-branch
2. PEOPLES BANK GALLAOROL BRANCH,Dzhizak region,"Uzbekistan, 130400, Dzhizak region, Gallyaaral, 33",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-gallaorol-branch
3. PEOPLES  BANK RU GIZHDUVAN  BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Gizhduvan, street BAKHOUDDIN NAKSHBANDI, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-gizhduvan-branch
4. PEOPLES BANK MAIN OPERATIONS DEPARTMENT,Tashkent region,"Uzbekistan, 100096, Tashkent region, Tashkent, Chilanzar district, street KATARTAL, 46 A",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-main-operations-department
5. PEOPLES BANK RU GUZAR  BRANCH,Kashkadarya region,"Uzbekistan, 180300, Kashkadarya region, Guzar, street MUSTAKILLIK, 6",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-guzar-branch
6. PEOPLES  BANK RU GULISTAN BRANCH,Sir-Darya region,"Uzbekistan, 120300, Sir-Darya region, Dekhkanabad, street ZIEKOR, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-gulistan-branch
7. PEOPLES BANK RU GURLAN BRANCH,Khorezm region,"Uzbekistan, 220300, Khorezm region, Gurlen, street BOBUR, 16",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-gurlan-branch
8. PEOPLES BANK RU DANGARA BRANCH,Fergana region,"Uzbekistan, 150500, Fergana region, Dangara, street TASHKENT, 58",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-dangara-branch
9. PEOPLES  BANK RU DENAU BRANCH,Surkhan-Darya region,"Uzbekistan, 190500, Surkhan-Darya region, Denau, street MUSTAKILLIK, 45",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-denau-branch
10. PEOPLES BANK RU DEHKANABAD BRANCH,Kashkadarya region,"Uzbekistan, 180400, Kashkadarya region, Dekhkanabad region, settlement KARASHIN, 7",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-dehkanabad-branch
11. PEOPLES BANK ZHALALKUDUK BRANCH,Andizhan region,"Uzbekistan, 171100, Andizhan region, Djalalkuduk region, street UZBEKISTAN, 52",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-zhalalkuduk-branch
12. PEOPLES BANK RU JAMBAY BRANCH,Samarkand region,"Uzbekistan, 140400, Samarkand region, Djambay, street MUSTAKILLIK, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-jambay-branch
13. PEOPLES BANK RU DZHARKURGAN BRANCH,Surkhan-Darya region,"Uzbekistan, 190600, Surkhan-Darya region, Jarqurghan, street AKHUNBABAEV, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-dzharkurgan-branch
14. PEOPLES BANK RU DUSTABAD BRANCH,Tashkent region,"Uzbekistan, 110900, Tashkent region, Dostabad, street BEGIMKULOV, 53 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-dustabad-branch
15. PEOPLES BANK DUSTLIK BRANCH,Dzhizak region,"Uzbekistan, 130500, Dzhizak region, Dustlik, MGC GOFUR GULYAM, 7",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-dustlik-branch
16. PEOPLES BANK RU ZHONDOR BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Jandor, street VARAKHSHA, 48",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-zhondor-branch
17. PEOPLES BANK ZAMIN BRANCH,Dzhizak region,"Uzbekistan, Dzhizak region, Zaamin, makhalla KURGAN, 7",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-zamin-branch
18. PEOPLES BANK RU ZANGIATA BRANCH,Tashkent region,"Uzbekistan, 111800, Tashkent region, Eshonguzar, street MUSTAKILLIK, 22",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-zangiata-branch
19. PEOPLES BANK ZARAFSHAN BRANCH,Navoi region,"Uzbekistan, Navoi region, Zarafshan, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-zarafshan-branch
20. PEOPLES BANK ZARBDOR BRANCH,Dzhizak region,"Uzbekistan, 130600, Dzhizak region, Zarbdor, street MUSTAKILLIK, 47",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-zarbdor-branch
21. PEOPLES BANK ZAFARABAD BRANCH,Dzhizak region,"Uzbekistan, 130700, Dzhizak region, Zafarobod, street DUSTLIK, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-zafarabad-branch
22. PEOPLES BANK ZAFAR BRANCH,Tashkent region,"Uzbekistan, 111000, Tashkent region, Zafar, 6",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-zafar-branch
23. PEOPLES BANK IZBASKAN BRANCH,Andizhan region,"Uzbekistan, 171200, Andizhan region, Paytug, street NAKSHBANDI, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-izbaskan-branch
24. PEOPLES BANK RU ISHTIKHAN BRANCH,Samarkand region,"Uzbekistan, 140704, Samarkand region, Ishtyhan, street NAVOI, 9",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-ishtikhan-branch
25. PEOPLES  BANK RU KAGAN BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Kagan, avenue BUHARA, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kagan-branch
26. PEOPLES BANK RU KAMASHI BRANCH,Kashkadarya region,"Uzbekistan, 180500, Kashkadarya region, Kamashy, street AMIR TEMUR, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kamashi-branch
27. PEOPLES BANK RU KANLYKUL BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230300, Republic of Karakalpakstan, Kanlykul, street DUSTLIK, 9",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kanlykul-branch
28. PEOPLES BANK RU KARAKUL BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Karakul, street ULUGBEK, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-karakul-branch
29. PEOPLES BANK KARASUV BRANCH,Andizhan region,"Uzbekistan, 170708, Andizhan region, Karasu , street BOBUR, 28",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-karasuv-branch
30. PEOPLES BANK RU KARAUZAK BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230400, Republic of Karakalpakstan, Karauzyak, 75",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-karauzak-branch
31. PEOPLES BANK RU KASANSAY BRANCH,Namangan region,"Uzbekistan, 160300, Namangan region, Kasansay, street GULOBOD, 9",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kasansay-branch
32. PEOPLES BANK RU KASAN BRANCH,Kashkadarya region,"Uzbekistan, 180800, Kashkadarya region, Kasan, street NASAF, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kasan-branch
33. PEOPLES BANK RU KASBI BRANCH,Kashkadarya region,"Uzbekistan, 180600, Kashkadarya region, Kasbi, street AMIR TEMUR, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kasbi-branch
34. PEOPLES BANK RU KATTAKURGAN BRANCH,Samarkand region,"Uzbekistan, 140811, Samarkand region, Kattakurgan, street SHAVKIY, 45",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kattakurgan-branch
35. PEOPLES BANK RU KEGEILY BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230500, Republic of Karakalpakstan, Kegeyli, street DUSTLIK GUZARI, 39 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kegeily-branch
36. PEOPLES BANK KELES BRANCH,Tashkent region,"Uzbekistan, 111101, Tashkent region, Keles, street KELES YULI, 8",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-keles-branch
37. PEOPLES BANK KIBRAY BRANCH,Tashkent region,"Uzbekistan, 111200, Tashkent region, Kibray, street ZEBUNISO, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-kibray-branch
38. PEOPLES BANK KYZYLTEPA BRANCH,Navoi region,"Uzbekistan, Navoi region, Kiziltepa, street UZBEKISTAN, 10",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-kyzyltepa-branch
39. PEOPLES BANK KYZYRIK BRANCH,Surkhan-Darya region,"Uzbekistan, 190800, Surkhan-Darya region, , street MUSTAKILLIK, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-kyzyrik-branch
40. PEOPLES BANK KIRGULI BRANCH,Fergana region,"Uzbekistan, 150100, Fergana region, Fergana, 86",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-kirguli-branch
41. PEOPLES BANK RU KITAB BRANCH,Kashkadarya region,"Uzbekistan, Kashkadarya region, Kitab, street BUYUK IPAK YULI, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kitab-branch
42. PEOPLES BANK KOKAND BRANCH,Fergana region,"Uzbekistan, 150700, Fergana region, Kokand, street ISTIKLOL, 22",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-kokand-branch
43. PEOPLES BANK RU KORAUL BRANCH,Khorezm region,"Uzbekistan, 220500, Khorezm region, Urgench discrict, street MUSTAKILLIK, 149",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-koraul-branch
44. PEOPLES BANK RU KUVASOY BRANCH,Fergana region,"Uzbekistan, 150900, Fergana region, Kuvasay, MGC KHUVAYDO, 54 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kuvasoy-branch
45. PEOPLES BANK RU KUVA BRANCH,Fergana region,"Uzbekistan, 150800, Fergana region, Kuva, street KAYKUBOD, 115",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kuva-branch
46. PEOPLES BANK KUYGANYOR BRANCH,Andizhan region,"Uzbekistan, 170600, Andizhan region, Andijan region, street U.YUSUPOV, 12",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-kuyganyor-branch
47. PEOPLES  BANK RU KUMKURGAN BRANCH,Surkhan-Darya region,"Uzbekistan, 190900, Surkhan-Darya region, Kumkurgan, street BERUNI, 1",hb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kumkurgan-branch
48. PEOPLES BANK RU KUNGRAD BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230600, Republic of Karakalpakstan, Kungrad, street KARAKALPAKSTAN, 65",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-kungrad-branch
49. PEOPLES BANK KURGANTEPA BRANCH,Andizhan region,"Uzbekistan, 170700, Andizhan region, Kurgantepa, street GUZALTONG, 10",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-kurgantepa-branch
50. PEOPLES BANK RU KOSHKOPIR BRANCH,Khorezm region,"Uzbekistan, 220600, Khorezm region, Kushkupyr, street MUSTAKILLIK, 51",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-koshkopir-branch
51. PEOPLES BANK RU KOSHRABAD BRANCH,Samarkand region,"Uzbekistan, 140900, Samarkand region, Kushrabad, street MUSTAKILLIK, 24",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-koshrabad-branch
52. PEOPLES BANK RU KOSHTEPA BRANCH,Fergana region,"Uzbekistan, 151000, Fergana region, , street BAKHMAL, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-koshtepa-branch
53. PEOPLES BANK RU MARGILAN BRANCH,Fergana region,"Uzbekistan, 150100, Fergana region, Margilan, street B. MARGILONI, 172",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-margilan-branch
54. PEOPLES  BANK RU MARKHAMAT BRANCH,Andizhan region,"Uzbekistan, 170800, Andizhan region, Markhamat, street AL-BUKHARI, 72",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-markhamat-branch
55. PEOPLES  BANK RU MINGBULAK BRANCH,Namangan region,"Uzbekistan, 160200, Namangan region, Jumashuy, street NAVOI, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-mingbulak-branch
56. PEOPLES BANK MIRABAD BRANCH,Tashkent region,"Uzbekistan, 100015, Tashkent region, Tashkent, Mirabad district, street NUKUS, 2/3",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-mirabad-branch
57. PEOPLES  BANK RU MIRZAABAD BRANCH,Sir-Darya region,"Uzbekistan, 120908, Sir-Darya region, Navruz, street MUSTAKILLIK, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-mirzaabad-branch
58. PEOPLES BANK MIRZACHUL BRANCH,Dzhizak region,"Uzbekistan, 130300, Dzhizak region, Gagarin, 53",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-mirzachul-branch
59. PEOPLES BANK MIRZO-ULUGBEK BRANCH,Tashkent region,"Uzbekistan, 100000, Tashkent region, Tashkent, Mirzo-Ulugbek district, square KHAMID ALIMDJAN, 13 A",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-mirzo-ulugbek-branch
60. PEOPLES BANK RU MIRISHKOR BRANCH,Kashkadarya region,"Uzbekistan, 181000, Kashkadarya region, Yangi-mirishkor, street UZBEKISTAN, 11",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-mirishkor-branch
61. PEOPLES BANK RU MUBAREK  BRANCH,Kashkadarya region,"Uzbekistan, 180900, Kashkadarya region, Mubarek, micro-district 4, 22/2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-mubarek-branch
62. PEOPLES BANK RU MUZROBAD BRANCH,Surkhan-Darya region,"Uzbekistan, 191300, Surkhan-Darya region, Muzrabad region, settlement KHALKOBOD, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-muzrobad-branch
63. PEOPLES BANK RU MUYNAK BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230800, Republic of Karakalpakstan, Muynak, street ADJINIYAZ",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-muynak-branch
64. PEOPLES BANK NAVBAHOR BRANCH,Navoi region,"Uzbekistan, Navoi region, Navbakhor region, settlement BESHRABOT, 49",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-navbahor-branch
65. PEOPLES BANK RU NAVOI BRANCH,Navoi region,"Uzbekistan, 210100, Navoi region, Navoi, street ISLAM KARIMOV, 54 B",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-navoi-branch
66. PEOPLES BANK RU NARPAY BRANCH,Samarkand region,"Uzbekistan, 140200, Samarkand region, Aktash, street AMIR TEMUR, 11",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-narpay-branch
67. PEOPLES BANK NARYN BRANCH,Namangan region,"Uzbekistan, 160400, Namangan region, Khakkulabad, street BERUNI, 12",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-naryn-branch
68. PEOPLES BANK NISHAN BRANCH,Kashkadarya region,"Uzbekistan, 181100, Kashkadarya region, Yangi-nishan, street MUSTAKILLIK, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-nishan-branch
69. PEOPLES BANK RU NURABAD BRANCH,Samarkand region,"Uzbekistan, 141100, Samarkand region, Nurabad, street AMIR TEMUR, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-nurabad-branch
70. PEOPLES BANK NUROTA BRANCH,Navoi region,"Uzbekistan, Navoi region, Nurata, street YUSUPOV, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-nurota-branch
71. PEOPLES BANK RU OKMANGYT BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230900, Republic of Karakalpakstan, Akmangit",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-okmangyt-branch
72. PEOPLES BANK RU OKOLTIN BRANCH,Sir-Darya region,"Uzbekistan, 120500, Sir-Darya region, Sardoba, street ISLAMOBOD, 36",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-okoltin-branch
73. PEOPLES BANK OLTINSOY BRANCH,Surkhan-Darya region,"Uzbekistan, 190700, Surkhan-Darya region, , settlement KARLUK, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-oltinsoy-branch
74. PEOPLES BANK RU POYARIK BRANCH,Samarkand region,"Uzbekistan, 141300, Samarkand region, Payarik, street SAMARKAND, 59",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-poyarik-branch
75. PEOPLES BANK RU PAISHANBA BRANCH,Samarkand region,"Uzbekistan, 141400, Samarkand region, Kattakurgan region, settlement PAISHANBA, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-paishanba-branch
76. PEOPLES BANK POP BRANCH,Namangan region,"Uzbekistan, 160500, Namangan region, Pap, street UYGURSOY, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-pop-branch
77. PEOPLES BANK PARKENT BRANCH,Tashkent region,"Uzbekistan, 111300, Tashkent region, Parkent, street NAVOI, 12",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-parkent-branch
78. PEOPLES BANK RU PASTDARGOM BRANCH,Samarkand region,"Uzbekistan, 140500, Samarkand region, Juma, street URDASHEVA, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-pastdargom-branch
79. PEOPLES BANK PAKHTAABAD BRANCH,Andizhan region,"Uzbekistan, 171300, Andizhan region, Pakhtaabad, street DAVR, 6",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-pakhtaabad-branch
80. PEOPLES BANK PAKHTAKOR BRANCH,Dzhizak region,"Uzbekistan, 130900, Dzhizak region, Pakhtakor region, MGC DILOROM, 3",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-pakhtakor-branch
81. PEOPLES BANK RU PAKHTACHI BRANCH,Samarkand region,"Uzbekistan, 140601, Samarkand region, Pahtachin region, street ISTIKLOL, 49",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-pakhtachi-branch
82. PEOPLES BANK RU PESHKU BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Peshku region, street NAVRUZ, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-peshku-branch
83. PEOPLES BANK RU PITNAK BRANCH,Khorezm region,"Uzbekistan, 220400, Khorezm region, Pitnak, street AMIR TEMUR, 29 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-pitnak-branch
84. PEOPLES BANK RU PSKENT BRANCH,Tashkent region,"Uzbekistan, 102600, Tashkent region, Pskent, street AMIR TEMUR, 173",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-pskent-branch
85. PEOPLES BANK RU RISHTAN BRANCH,Fergana region,"Uzbekistan, 151300, Fergana region, Rishtan, street RASHIDONIY, 201 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-rishtan-branch
86. PEOPLES BANK RU ROMITAN BRANCH,Bukhara region,"Uzbekistan, Bukhara region, Romitan, street BAKHORISTAN, 73",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-romitan-branch
87. PEOPLES  BANK RU SAYKHUNABAD BRANCH,Sir-Darya region,"Uzbekistan, 120400, Sir-Darya region, Sayhun, street RAVONLIK, 52",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-saykhunabad-branch
88. PEOPLES BANK RU SAMARKAND BRANCH,Samarkand region,"Uzbekistan, 140329, Samarkand region, Samarkand region, settlement KHODJA AHROR VALI, 2",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-samarkand-branch
89. PEOPLES  BANK RU SARDOBA BRANCH,Sir-Darya region,"Uzbekistan, 120800, Sir-Darya region, , street BUSTON, 14",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-sardoba-branch
90. PEOPLES BANK SARIOSIE BRANCH,Surkhan-Darya region,"Uzbekistan, 191000, Surkhan-Darya region, Sariasia, makhalla MIRZO ULUGBEK, 155",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-sariosie-branch
91. PEOPLES BANK SERGELI BRANCH,Tashkent region,"Uzbekistan, 100096, Tashkent region, Tashkent, Sergeli district, massif SERGELI-4, 31 А",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-sergeli-branch
92. PEOPLES BANK RU SIAB BRANCH,Samarkand region,"Uzbekistan, 140101, Samarkand region, Samarkand, street ISLAM KARIMOV, 43 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-siab-branch
93. PEOPLES BANK RU SOKH BRANCH,Fergana region,"Uzbekistan, 151400, Fergana region, Sokh region, settlement RAVON, 84",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-sokh-branch
94. PEOPLES BANK RU SYRDARYA BRANCH,Sir-Darya region,"Uzbekistan, 120600, Sir-Darya region, Syrdarya, street UZBEKISTAN, 145",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-syrdarya-branch
95. PEOPLES BANK RU TAILAK BRANCH,Samarkand region,"Uzbekistan, 141500, Samarkand region, Taylak, street BERUNI, 67",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-tailak-branch
96. PEOPLES BANK RU TAKHIATASH BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231000, Republic of Karakalpakstan, Takhiatash, street MUSTAKILLIK, 8",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-takhiatash-branch
97. PEOPLES BANK RU TAKHTAKUPYR BRANCH,Republic of Karakalpakstan,"Uzbekistan, 230100, Republic of Karakalpakstan, Takhtakupyr, street ALLAKOZ, 5",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-takhtakupyr-branch
98. PEOPLES BANK RU TASHBULAK BRANCH,Namangan region,"Uzbekistan, 160600, Namangan region, Tashbulak, street AKHUNOV, 5 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-tashbulak-branch
99. PEOPLES BANK OPERU TASHKENT BRANCH,Tashkent region,"Uzbekistan, 100031, Tashkent region, Tashkent, Yakkasaray district, 9",info@xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-operu-tashkent-branch
100. PEOPLES BANK RU TEMIRYOL BRANCH,Samarkand region,"Uzbekistan, 140045, Samarkand region, Samarkand, street AMIR TEMUR, 158",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-temiryol-branch
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
1. PEOPLES  BANK RU TERMEZ BRANCH,Surkhan-Darya region,"Uzbekistan, Surkhan-Darya region, Termez, street MADANIYAT, 2 A",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-termez-branch-termez
2. PEOPLES BANK TOYTEPA BRANCH,Tashkent region,"Uzbekistan, Tashkent region, Nurafshon, street TOSHKENT YULI, 176",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-toytepa-branch
3. PEOPLES BANK RU TOSHLOK BRANCH,Fergana region,"Uzbekistan, 150500, Fergana region, Tashlak, street UCHKUN, 9",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-toshlok-branch
4. PEOPLES BANK RU TURAKURGAN BRANCH,Namangan region,"Uzbekistan, 160700, Namangan region, Turakurgan, street AL-FARGONI, 23",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-turakurgan-branch
5. PEOPLES BANK RU TURTKUL BRANCH,Republic of Karakalpakstan,"Uzbekistan, 231200, Republic of Karakalpakstan, Turtkul, street RASHIDOV, 68",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-turtkul-branch
6. PEOPLES BANK RU UZBEKISTAN BRANCH,Fergana region,"Uzbekistan, 151800, Fergana region, Yaipan, street ZIYOKOR, 94",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-uzbekistan-branch
7. PEOPLES BANK RU UZUN BRANCH,Surkhan-Darya region,"Uzbekistan, 191100, Surkhan-Darya region, Uzun, street UZBEKISTAN, 85",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-uzun-branch
8. PEOPLES BANK UICHI BRANCH,Namangan region,"Uzbekistan, 160800, Namangan region, Uychi, street RAKHIMOV, 7",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-uichi-branch
9. PEOPLES BANK RU URGUT BRANCH,Samarkand region,"Uzbekistan, 141600, Samarkand region, Urgut, street NAVOI, 15",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-urgut-branch
10. PEOPLES BANK UCHKIZYL BRANCH,Surkhan-Darya region,"Uzbekistan, 191200, Surkhan-Darya region, Uchkyzyl, street AT-TERMEZI, 4",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-uchkizyl-branch
11. PEOPLES BANK RU UCHKUPRIK BRANCH,Fergana region,"Uzbekistan, 151600, Fergana region, Uchkuprik, street SOGLOM AVLOD, 1",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-ru-uchkuprik-branch
12. PEOPLES BANK UCHKURGAN BRANCH,Namangan region,"Uzbekistan, 160900, Namangan region, Uchkurgan, street DUSTLIK, 24",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-uchkurgan-branch
13. PEOPLES BANK UCHTEPA BRANCH,Dzhizak region,"Uzbekistan, 130100, Dzhizak region, Jizak region, MGC KULAMA, 24",xb.uz,https://www.yellowpages.uz/en/company/peoples-bank-uchtepa-branch
